Irdex pygidiata,high
Irdex pygidiatus,high
Iridopsis fragilaria,high
Ischaemum aristatum,high
Ischaemum ciliare,high
Ischaemum polystachyum,high
Ischaemum timorense,high
Ischnaspis longirostris,high
Ischnothyreus peltifer,high
Ischnothyreus velox,high
Ischnura posita,high
Ischnura ramburii,high
Isodontia apicalis,high
Isodontia mexicana,high
Isodromus axillaris,high
Isometrus maculatus,high
Isotoma minor,high
Isotoma notabilis,high
Isotoma sensibilis,high
Isotoma trispinata,high
Isotomiella minor,high
Isotomodes dagamae,high
Isotomodes fiscus,high
Isotomurus palustris,high
Ithome lassula,high
Itoplectis naranyae,high
Ixodiphagus hookeri,high
Jacaranda mimosifolia,high
Jacquemontia pentanthos,high
Jadera haematoloma,high
Janua pagenstecheri,high
Jarra syagrii,high
Jasminum fluminense,high
Jasminum multiflorum,high
Jasminum polyanthum,high
Jassa falcata,high
Jatropha curcas,high
Jatropha gossypiifolia,high
Jatropha multifida,high
Jatropha podagrica,high
Johnsonia elegans,high
Josephiella microcarpae,high
Juncus acuminatus,high
Juncus bufonius,high
Juncus effusus,high
Juncus ensifolius,high
Juncus planifolius,high
Juncus polyanthemus,high
Juncus tenuis,high
Juniperus bermudiana,high
Justicia betonica,high
Justicia carnea,high
Justicia gendarussa,high
Justicia secunda,high
Justicia spicigera,high
Kalanchoe beauverdii,high
Kalanchoe beharensis,high
Kalanchoe crenata,high
Kalanchoe daigremontiana,high
Kalanchoe delagoensis,high
Kalanchoe fedtschenkoi,high
Kalanchoe lateritia,high
Kalanchoe laxiflora,high
Kalanchoe pinnata,high
Kalanchoe rotundifolia,high
Kalimeris indica,high
Kalkadoona pallida,high
Kallitaxila granulata,high
Kappaphycus alvarezii,high
Kappaphycus striatus,high
Karnyothrips flavipes,high
Karnyothrips longiceps,high
Karnyothrips melaleucus,high
Karualona karua,high
Keiferia lycopersicella,high
Ker palmatus,high
Khaya nyasica,high
Kiefferulus longilobus,high
Kikiki huna,high
Kilifia acuminata,high
Klambothrips myopori,high
Kleidotoma bryani,high
Knemidokoptes jamaicensis,high
Knemidokoptes mutans,high
Knemidokoptes pilae,high
Koeleria macrantha,high
Koelreuteria elegans ssp. formosana,high
Kontikia ventrolineata,high
Kuehneola uredinis,high
Kummerowia striata,high
Kundakimuka queenslandica,high
Kunzeana kunzei,high
Kurodaia flammei,high
Kurtomathrips morrilli,high
Kuwanaspis pseudoleucaspis,high
Kuwanaspis vermiformis,high
Kyllinga brevifolia,high
Labarrus lividus,high
Labidura riparia,high
Lablab purpureus,high
Lachesilla nubilis,high
Lachesilla pedicularia,high
Lachesilla tectorum,high
Lachnus tatakaensis,high
Lacon modestus,high
Lactuca sativa,high
Laelaps nuttalli,high
Laelaspis nidicorva,high
Laemostenus complanatus,high
Laevicaulis alte,high
Lagocheirus araneiformis,high
Lagocheirus funestus,high
Lagocheirus undatus,high
Lagopoecus colchicus,high
Lagopoecus docophoroides,high
Lamellidea oblonga,high
Lamenia caliginea,high
Laminalloptes phaetontis,high
Laminicoccus pandani,high
Lamium amplexicaule,high
Lampides boeticus,high
Lampito mauritii,high
Lamprolonchaea metatarsata,high
Lamprolonchaea smaragdi,high
Lampropholis delicata,high
Lamyctes africanus,high
Lamyctes caeculus,high
Landoltia punctata,high
Lantana camara,high
Lantana montevidensis,high
Lantanophaga pusillidactylus,high
Laportea aestuans,high
Lapsana communis,high
Lardoglyphus konoi,high
Lardoglyphus zacheri,high
Larinyssus orbicularis,high
Lariophagus distinguendus,high
Lariophagus texanus,high
Larra polita,high
Larra polita luzonensis,high
Larsia planensis,high
Lasioderma serricorne,high
Lasioglossum imbrex,high
Lasioglossum impavidum,high
Lasioglossum microlepoides,high
Lasioseius subterraneus,high
Lasioseius sugawarai,high
Latheticus oryzae,high
Lathyrus latifolius,high
Lathyrus tingitanus,high
Latistria eupompe,high
Latonopsis australis,high
Latrodectus geometricus,high
Latrodectus hesperus,high
Latrodectus mactans,high
Laxta granicollis,high
Leberis davidi,high
Lechytia sakagamii,high
Ledermuelleriopsis plumosus,high
Lehmannia valentiana,high
Leiothrix lutea,high
Lema daturaphila,high
Lemna aequinoctialis,high
Lemna obscura,high
Leonotis nepetifolia,high
Leonurus japonicus,high
Lepadoretus sinicus,high
Lepidium africanum,high
Lepidium bonariense,high
Lepidium densiflorum,high
Lepidium didymum,high
Lepidium oblongum,high
Lepidium virginicum,high
Lepidocampa weberi,high
Lepidocnemeplatia sericea,high
Lepidocyrtus cyaneus,high
Lepidocyrtus heterophthalmus,high
Lepidocyrtus immaculatus,high
Lepidocyrtus inornatus,high
Lepidocyrtus pallidus,high
Lepidocyrtus violaceus,high
Lepidodactylus lugubris,high
Lepidopsocus aureus,high
Lepidopsocus fasciatus,high
Lepidopsocus maculatus,high
Lepidopsocus magnus,high
Lepidopsocus marmoratus,high
Lepidosaphes araucariae,high
Lepidosaphes beckii,high
Lepidosaphes flava,high
Lepidosaphes gloverii,high
Lepidosaphes noxia,high
Lepidosaphes pallida,high
Lepidosaphes pini,high
Lepidosaphes pinnaeformis,high
Lepidosaphes tokionis,high
Lepidosaphes ulmi,high
Lepinotus reticulatus,high
Lepisma saccharina,high
Lepolepis picta,high
Lepomis cyanellus,high
Lepomis macrochirus,high
Leporacarus gibbus,high
Leptobyrsa decora,high
Leptocaris brevicornis,high
Leptocaris minimus,high
Leptocera brevicostata,high
Leptocera erythrocera,high
Leptocera mirabilis,high
Leptochloa dubia,high
Leptochloa panicea ssp. brachiata,high
Leptodictya tabida,high
Leptogenys falcigera,high
Leptomastidea abnormis,high
Leptomastix dactylopii,high
Leptopilina boulardi,high
Leptopsylla segnis,high
Leptopteromyia mexicanae,high
Leptospermum laevigatum,high
Leptospermum morrisonii,high
Leptospermum petersonii,high
Leptospermum polygalifolim,high
Leptospermum scoparium,high
Leptotrombidium intermedium,high
Leptynoptera sulfurea,high
Lernaea cyprinacea,high
Lespesia archippivora,high
Lestremia cinerea,high
Lestremia leucophaea,high
Leucaena diversifolia,high
Leucaena leucocephala,high
Leucaena X spontanea,high
Leucania insecuta,high
Leucania loreyimima,high
Leucania scottii,high
Leucania striata,high
Leucanthemum vulgare,high
Leucanthemum X superbum,high
Leucocosmia nonagrica,high
Leucophenga maculosa,high
Leucopis albipuncta,high
Leucopis obscura,high
Leucopis ocellaris,high
Leucopis tapiae,high
Leucospis affinis,high
Leucostoma aterrimum,high
Leucostoma simplex,high
Leucothoe micronesiae,high
Leucothrips pictus,high
Leucothrips piercei,high
Leucothrips theobromae,high
Liatongus militaris,high
Licuala spinosa,high
Ligia exotica,high
Ligustrum lucidum,high
Ligustrum sinense,high
Ligyrocoris litigiosus,high
Limax flavus,high
Limax maximus,high
Limax sandwichiensis,high
Limia vittata,high
Limnoria tripunctata,high
Limosina empirica,high
Limosina heteroneura,high
Limothrips cerealium,high
Linaria purpurea,high
Lindera tessellatella,high
Lindernia crustacea,high
Lindernia procumbens,high
Lindingaspis rossi,high
Lindsaea ensifolia,high
Lineodes ochrea,high
Linepithema humile,high
Linognathus africanus,high
Linognathus setosus,high
Linognathus vituli,high
Linum bienne,high
Linum trigynum,high
Lioconcha fastigiata,high
Liohippelates collusor,high
Lioptilodes albistriolatus,high
Liorhyssus hyalinus,high
Liosarcophaga harpax,high
Liothrips floridensis,high
Liothrips urichi,high
Lipaphis pseudobrassicae,high
Lipeurus caponis,high
Lipeurus maculosus,high
Lipinia noctua,high
Liposcelis bostrychophila,high
Liposcelis decolor,high
Liposcelis deltachi,high
Liposcelis rufa,high
Liriodendron tulipifera,high
Liriomyza blechi,high
Liriomyza brassicae,high
Liriomyza cocculi,high
Liriomyza huidobrensis,high
Liriomyza sativae,high
Liriomyza trifolii,high
Liris argentatus,high
Liris aurulentus,high
Liris laboriosus,high
Liris subtessellatus,high
Lispe assimilis,high
Lispe pectinipes,high
Lispinus quadratus,high
Lissachatina fulica,high
Lissoclinum fragile,high
Listroderes costirostris,high
Listrophoroides cucullatus,high
Litargus balteatus,high
Lithobates catesbeianus,high
Lithobius forficatus,high
Lithobius obscurus,high
Lithocharis ochracea,high
Lithocharis vilis,high
Lithraeus atronotatus,high
Lithurgus scabrosus,high
Litocampa perkinsi,high
Littorophiloscia culebrae,high
Lius poseidon,high
Livistona chinensis,high
Lixophaga sphenophori,high
Lixus mastersi,high
Lobelia erinus,high
Lobocaecilius monicus,high
Lobochona insularum,high
Lobodiplosis pseudococci,high
Lobohalacarus weberi,high
Lobometopon diremptus,high
Lobopterella dimidiatipes,high
Lobularia maritima,high
Logfia gallica,high
Lolium multiflorum,high
Lolium perenne,high
Lomelosia palaestina,high
Lonchaea polita,high
Lonchaea striatifrons,high
Lonchoptera bifurcata,high
Lonchura atricapilla,high
Lonchura oryzivora,high
Lonchura punctulata,high
Lonicera japonica,high
Lophocateres pusillus,high
Lopholeucaspis cockerelli,high
Lophopodella carteri,high
Lophospermum erubescens,high
Lophostemon confertus,high
Lophura leucomelanos,high
Lorita scarificata,high
Lotus subbiflorus,high
Lotus uliginosus,high
Loxosceles rufescens,high
Lucilia cuprina,high
Lucilia sericata,high
Lucoppia burrowsi,high
Ludwigia palustris,high
Lunularia cruciata,high
Lupinus angustifolius,high
Lupinus arboreus,high
Lupinus hybridus,high
Lutjanus fulvus,high
Lutjanus kasmira,high
Lycophotia porphyrea,high
Lycoriella ingenua,high
Lycoriella radicum,high
Lycoriella solispina,high
Lyctocoris campestris,high
Lyctocoris hawaiiensis,high
Lyctoxylon dentatum,high
Lyctus brunneus,high
Lyctus carbonarius,high
Lyctus villosus,high
Lygodium japonicum,high
Lygus elisus,high
Lymnastis swaluwenbergi,high
Lynchia nigra,high
Lyphia angusta,high
Lyrodus affinis,high
Lyrodus pedicellatus,high
Lysimachia arvensis,high
Lysiphlebus testaceipes,high
Lythrum maritimum,high
Lytogaster gravida,high
Macadamia integrifolia,high
Macadamia tetraphylla,high
Macaranga mappa,high
Macaranga tanarius,high
Maconellicoccus hirsutus,high
Macrancylus linearis,high
Macrobrachium lar,high
Macrobrachium rosenbergii,high
Macrocentrus calacte,high
Macrocheles mammifer,high
Macrocheles merdarius,high
Macrocheles muscaedomesticae,high
Macrocheles peniculatus,high
Macrocheles robustulus,high
Macrocheles similis,high
Macrocheles subbadius,high
Macroglossum pyrrhosticta,high
Macrophthalmothrips argus,high
Macropsis occidentalis,high
Macroptilium atropurpureum,high
Macroptilium lathyroides,high
Macrosiphoniella sanborni,high
Macrosiphum euphorbiae,high
Macrosiphum rosae,high
Macrothelypteris torresiana,high
Macrothrix spinosa,high
Macrothrix triserialis,high
Macrotrachelia thripiformis,high
Macrotyloma axillare,high
Madia sativa,high
Majidea zanguebarica,high
Malachra alceifolia,high
Malacolimax tenellus,high
Mallada basalis,high
Mallotus philippensis,high
Malva neglecta,high
Malva parviflora,high
Malvastrum americanum,high
Malvastrum coromandelianum,high
Malvaviscus penduliflorus,high
Mangifera indica,high
Manihot esculenta,high
Manihot glaziovii,high
Mansoa hymenaea,high
Marava arachidis,high
Marietta carnesi,high
Marietta graminicola,high
Marietta leopardina,high
Marietta pulchella,high
Marionina coatesae,high
Marisa cornuarietis,high
Markhamia lutea,high
Marrubium vulgare,high
Marsilea minuta,high
Martesia striata,high
Maruca vitrata,high
Matourea azurea,high
Matricaria discoidea,high
Mauia subnotata,high
Mazus pumilus,high
Mecistocephalus maxillaris,high
Mecistocephalus spissus,high
Medetera grisescens,high
Medicago lupulina,high
Medicago minima,high
Medicago polymorpha,high
Medicago rugosa,high
Medicago sativa,high
Medinilla cummingii,high
Medinilla heterophylla,high
Medinilla magnifica,high
Medinilla venosa,high
Mediomastus californiensis,high
Megacerus leucospilus,high
Megachile chlorura,high
Megachile diligens,high
Megachile fullawayi,high
Megachile gentilis,high
Megachile lanata,high
Megachile timberlakei,high
Megachile umbripennis,high
Megalocaria fijiensis,high
Megalographa biloba,high
Megalorhipida leucodactylus,high
Megamelus davisi,high
Megaphragma mymaripenne,high
Megaselia curtineura,high
Megaselia rufipes,high
Megaselia scalaris,high
Megaselia setaria,high
Megaskepasma erythrochlamys,high
Megastigmus transvaalensis,high
Megastylus flavopictus,high
Megathyrsus maximus,high
Meghimatium striatum,high
Megninia columbae,high
Megninia cubitalis,high
Megninia ginglymura,high
Megograpta marginata,high
Meijerella flavisetosa,high
Melaleuca armillaris,high
Melaleuca quinquenervia,high
Melanagromyza splendida,high
Melanagromyza viridis,high
Melanaphis bambusae,high
Melanaphis sacchari,high
Melanaspis bromiliae,high
Melanochromis johannii,high
Melanoides tuberculatus,high
Melanolestes picipes,high
Melanotus punctosinus,high
Melanoxanthus melanocephalus,high
Melanozosteria soror,high
Melastoma sanguineum,high
Melastoma septemnervium,high
Meleagris gallopavo,high
Melia azedarach,high
Melicope elleryana,high
Melilotus albus,high
Melilotus indicus,high
Melinda pusilla,high
Melinis minutiflora,high
Melinis repens,high
Melinis scabrida,high
Melipotis indomita,high
Melitara prodenialis,high
Melittia oedipus,high
Melittobia hawaiiensis,high
Melittobiopsis ereunetiphila,high
Melochia umbellata,high
Melophagus ovinus,high
Melormenis basalis,high
Membrothrips indicus,high
Menacanthus eurysternus,high
Menacanthus stramineus,high
Menemerus bivittatus,high
Menephilus arciscelis,high
Menopon gallinae,high
Mentha pulegium,high
Mentha spicata,high
Mentha suaveolens,high
Meriola arcifera,high
Mermessus fradeorum,high
Mermessus tridentatus,high
Meromyza communis,high
Merothrips floridensis,high
Merothrips morgani,high
Merragata hebroides,high
Merremia aegyptia,high
Mesaphorura yosiii,high
Mesocyclops aspericornis,high
Mesohomotoma hibisci,high
Mesomorphus villiger,high
Mesomorphus vitalisi,high
Mesophleps palpigera,high
Mesostenus gracilis,high
Mesovelia amoena,high
Mesovelia mulsanti,high
Metacolpodes buchannani,high
Metaleurodicus cardini,high
Metaphire californica,high
Metaphycus alberti,high
Metaphycus anneckei,high
Metaphycus claviger,high
Metaphycus eruptor,high
Metaphycus flavus,high
Metaphycus lounsburyi,high
Metaphycus portoricensis,high
Metaphycus stanleyi,high
Meteorus humilis,high
Meteorus ictericus,high
Meteorus laphygmae,high
Metioche vittaticollis,high
Metopina ventralis,high
Metopograpsus oceanicus,high
Metopolophium dirhodum,high
Metrosideros kermadecensis,high
Mezira membranacea,high
Mezium americanum,high
Miconia bicolor,high
Miconia calvescens,high
Micracanthia humilis,high
Micranisa yashiroi,high
Micraspis discolor,high
Micraspis lineola,high
Micraspis striata,high
Micreriodes guamensis,high
Microbathyphantes palmarius,high
Microcephalothrips abdominalis,high
Microcosmus exasperatus,high
Microcrypticus obscurus,high
Microgramme ruficollis,high
Microlarinus lareynii,high
Microlarinus lypriformis,high
Micromalthus debilis,high
Micromeriella marginella,high
Micromus timidus,high
Micromyzus katoi,high
Micropholcus fauroti,high
Microporus shiromai,high
Microppia minus,high
Micropterus dolomieu,high
Micropterus salmoides,high
Microscolex dubius,high
Microscolex horsti,high
Microscolex phosphoreus,high
Microsorum grossum,high
Microtechnites bractatus,high
Microtechnites chrysolepis,high
Microterys nietneri,high
Midus pygmaeus,high
Milax gagates,high
Milichia orientalis,high
Milichiella lacteipennis,high
Milviscutulus mangiferae,high
Mimectatina meridiana,high
Mimosa pudica unijuga,high
Mimosestes amicus,high
Mimosestes insularis,high
Mimosestes nubigens,high
Mimus polyglottos,high
Mimusops elengi,high
Minthea rugicollis,high
Minutaleyrodes minuta,high
Mirabilis jalapa,high
Mirofolliculina limnoriae,high
Miscanthus floridulus,high
Mischocyttarus flavitarsis,high
Misgurnus anguillicaudatus,high
Misopates orontium,high
Mitracarpus hirtus,high
Mitrastethus brouni,high
Modicogryllus conspersus,high
Modiola caroliniana,high
Modisimus culicinus,high
Moina micrura,high
Molineria capitulata,high
Mollugo cerviana,high
Momordica charantia,high
Mompha trithalama,high
Monanchora quadrangulata,high
Moneilema armatum,high
Monia nobilis,high
Monilothrips kempi,high
Monkeypox virus,high
Monochaetoscinella anonyma,high
Monochoria vaginalis,high
Monocorophium acherusicum,high
Monocrepidius flavicans,high
Monoctonus nervosus,high
Monolexis fuscicornis,high
Monomorium destructor,high
Monomorium floricola,high
Monomorium indicum,high
Monomorium latinode,high
Monomorium liliuokalanii,high
Monomorium pharaonis,high
Monomorium sahlbergi,high
Monomorium sechellense,high
Monopis crocicapitella,high
Monopis meliorella,high
Monopis monachella,high
Monopterus albus,high
Monotoma picipes,high
Monoxia minuta,high
Montandoniola confusa,high
Montandoniola moraguesi,high
Montanoa hibiscifolia,high
Moranila californica,high
Morella cerifera,high
Morella faya,high
Morganella conspicua,high
Morganella longispina,high
Moringa stenopetala,high
Morus alba,high
Mosillus tibialis,high
Muehlenbeckia complexa,high
Mugilogobius cavifrons,high
Muhlenbergia microsperma,high
Mullerister rombophorus,high
Mumetopia nigrimana,high
Murdannia nudiflora,high
Murgantia histrionica,high
Murraya paniculata,high
Mus musculus,high
Musa velutina,high
Musca domestica,high
Musca sorbens,high
Muscidifurax raptor,high
Muscina levida,high
Muscina stabulans,high
Mycale cecilia,high
Mycale grandis,high
Mycerinopsis alternans,high
Mycetaea subterranea,high
Mycodiplosis fungicola,high
Mycophila fungicola,high
Mymar taprobanicum,high
Myobia murismusculi,high
Myocalandra exarata,high
Myocoptes musculinus,high
Myosotis azorica,high
Myosotis discolor,high
Myrciaria floribunda,high
Myrianida pachycera,high
Myriophyllum aquaticum,high
Myrmarachne nigella,high
Myrmechixenus vaporariorum,high
Myrmecocephalus concinnus,high
Myrmecophilus americanus,high
Myrmecophilus quadrispinus,high
Myrsidea conspicua,high
Myrsidea invadens,high
Mythimna unipuncta,high
Myzobdella lugubris,high
Myzus antirrhinii,high
Myzus hemerocallis,high
Myzus ornatus,high
Nabis capsiformis,high
Nacaeus impressicollis,high
Nagurus cristatus,high
Nagurus nanus,high
Nagurus sundaicus,high
Najas guadalupensis,high
Najas marina,high
Nala lividipes,high
Namalycastis abiuma,high
Nanixipha nahoa,high
Nannodastia horni,high
Naria poraria,high
Nasaltus chinensis,high
Nasaltus orientalis,high
Nasonia vitripennis,high
Nasonovia ribisnigri,high
Nassella cernua,high
Nasturtium microphyllum,high
Naupactus cervinus,high
Naupactus leucoloma,high
Nauphoeta cinerea,high
Nausibius clavicornis,high
Neacoryphus bicrucis,high
Neanthes succinea,high
Neanura giselae,high
Neanura muscorum,high
Neanura setosa,high
Neckeropsis obtusata,high
Necrobia ruficollis,high
Necrobia rufipes,high
Neelus minutus,high
Nehypochthonius porosus,high
Nemacystus decipiens,high
Nemapogon granella,high
Neobenedenia melleni,high
Neocaridina denticulata,high
Neocheyletiella media,high
Neocnemidocoptes gallinae,high
Neocunaxoides andrei,high
Neodusmetia sangwani,high
Neogalea sunia,high
Neohydatothrips gracilipes,high
Neohydatothrips samayunkur,high
Neoliodes theleproctus,high
Neolitsea cassia,high
Neoloxotaenia gracilis,high
Neomyia cornicina,high
Neomyzus circumflexus,high
Neonotonia wightii,high
Neophyllaphis araucariae,high
Neophyllaphis podocarpi,high
Neopinnaspis harperi,high
Neoplea apopkana,high
Neoschoengastia atollensis,high
Neoschoengastia ewingi,high
Neoschongastia gallinarum,high
Neoscona crucifera,high
Neoscona nautica,high
Neoscona oaxacensis,high
Neoscona theisi,high
Neoseiulus alpinus,high
Neoseiulus californicus,high
Neoseiulus comitatus,high
Neoseiulus longispinosus,high
Neoseiulus mumai,high
Neoseiulus setulus,high
Neosorius rufipes,high
Neostenoptera appalachiensis,high
Neostenoptera hawaiiensis,high
Neostylopyga rhombifolia,high
Neotermes connexus,high
Neotoxoptera formosana,high
Neotoxoptera oliveri,high
Neotrichoporoides viridimaculatus,high
Neotrichus latiusculus,high
Neotrombicula tamiyai,high
Neozygina penapacha,high
Nephaspis bicolor,high
Nephaspis indus,high
Nephaspis oculatus,high
Nephotettix apicalis,high
Nephrolepis brownii,high
Nephrolepis falcata,high
Nephrotoma suturalis,high
Nephrotoma wulpiana,high
Nephus binaevatus,high
Nephus roepkei,high
Nerium oleander,high
Nesioneta lepida,high
Nesothrips brevicollis,high
Nesothrips lativentris,high
Nesothrips major,high
Nesticella mogera,high
Nesticodes rufipes,high
Neurisothrips antennatus,high
Neurisothrips multispinus,high
Neurothrips punanus,high
Nezara viridula,high
Nicandra physalodes,high
Nicoletia meinerti,high
Nicoletia phytophila,high
Nicotiana glauca,high
Nicotiana tabacum,high
Niditinea fuscella,high
Niesthrea louisianica,high
Nipaecoccus aurilanatus,high
Nipaecoccus nipae,high
Nipaecoccus viridis,high
Nipponorthezinella guadalcanalia,high
Nitokra spinipes,high
Nodele philippinensis,high
Nomophila noctuella,high
Nopalea cochenillifera,high
Norantea guianensis,high
Nordlandiella semirufa,high
Noronhia emarginata,high
Nosopsyllus fasciatus,high
Nostima niveivenosa,high
Noteropagus obliquus,high
Nothoperissops frenata,high
Nothoperissops frenatus,high
Notiobia purpurascens,high
Notoedres cati,high
Notogramma cimiciforme,high
Notonecta indica,high
Numida meleagris,high
Nuttallanthus texanus,high
Nymphaea caerulea,high
Nymphaea capensis,high
Nymphaea lotus,high
Nymphaea X daubenyana,high
Nysius caledoniae,high
Nysius vinitor,high
Obelia dichotoma,high
Oceanaspidiotus araucariae,high
Oceanaspidiotus spinosus,high
Ochetellus glaber,high
Ochna serrulata,high
Ochna thomasiana,high
Ochthera circularis,high
Ocimum basilicum,high
Ocimum gratissimum,high
Ocnerodrilus occidentalis,high
Octotoma scabripennis,high
Ocyptamus dimidiatus,high
Odocoileus hemionus,high
Odocoileus hemionus ssp. columbianus,high
Odonaspis greenii,high
Odonaspis ruthae,high
Odonaspis saccharicaulis,high
Odontaleyrodes rhododendri,high
Odontofroggatia galili,high
Odontomyia ochropa,high
Odontonema cuspidatum,high
Oecia oecophila,high
Oecobius navus,high
Oedaleus abruptus,high
Oehserchestes arboriger,high
Oenothera affinis,high
Oenothera biennis,high
Oenothera curtiflora,high
Oenothera kunthiana,high
Oenothera laciniata,high
Oenothera stricta,high
Oestrus ovis,high
Oinophila v-flava,high
Okenia pellucida,high
Olabidocarpus americanus,high
Oldenlandia corymbosa,high
Oldenlandiopsis callitrichoides,high
Olea europaea,high
Olea europaea ssp. cuspidata,high
Olea europaea ssp. europaea,high
Olibrinus truncatus,high
Oligomerus obtusus,high
Oligonychus biharensis,high
Oligonychus coffeae,high
Oligonychus coniferarum,high
Oligonychus hondoensis,high
Oligonychus indicus,high
Oligonychus mangiferus,high
Oligonychus pratensis,high
Oligonychus stickneyi,high
Oligonychus ununguis,high
Oligosita hilaris,high
Oligotoma saundersii,high
Olla v-nigrum,high
Ollarianus strictus,high
Omobranchus ferox,high
Omonadus floralis,high
Omonadus formicarius,high
Omorgus procerus,high
Omorgus suberosus,high
Omosita discoidea,high
Omphisa anastomosalis,high
Oncocephalus pacificus,high
Oncorhynchus mykiss,high
Oniticellus cinctus,high
Onitis alexis,high
Onitis vanderkelleni,high
Onthophagus binodis,high
Onthophagus foliaceus,high
Onthophagus incensus,high
Onthophagus nigriventris,high
Onthophagus oklahomensis,high
Onthophagus sagittarius,high
Onthophagus tuberculifrons,high
Ontsira palliata,high
Onychiurus folsomi,high
Onychiurus pseudofimetarius,high
Ooencyrtus guamensis,high
Ooencyrtus johnsoni,high
Ooencyrtus pallidipes,high
Oomyzus scaposus,high
Oomyzus sokolowskii,high
Oopsis nutator,high
Oosternum sharpi,high
Opalimosina mirabilis,high
Opeas hannense,high
Opeas opella,high
Ophiactis savignyi,high
Ophiomyia cornuta,high
Ophiomyia lantanae,high
Ophiomyia phaseoli,high
Ophiomyia simplex,high
Ophionyssus natricis,high
Ophiusa disjungens,high
Ophryotrocha adherens,high
Ophthalmognathus tenorioae,high
Ophyra aenescens,high
Opiconsiva paludum,high
Opius aridis,high
Opius dimidiatus,high
Opius dissitus,high
Opius formosanus,high
Opius importatus,high
Opius lantanae,high
Opius phaseoli,high
Oplismenus compositus,high
Oplismenus hirtellus,high
Oplismenus undulatifolius,high
Opogona aurisquamosa,high
Opogona omoscopa,high
Opogona purpuriella,high
Opogona sacchari,high
Oppiella nova,high
Opsius stactogalus,high
Opuna sharpianus,high
Opuntia ficus-indica,high
Opuntia monacantha,high
Oraesia excavata,high
Orasema minutissima,high
Orasiopa mera,high
Orchamoplatus mammaeferus,high
Orchesellides sinensis,high
Orchidophilus gilvonotatus,high
Orchidophilus nigerimus,high
Orchidophilus peregrinator,high
Orcus australasiae,high
Oreochromis macrochir,high
Oreochromis mossambicus,high
Organothrips bianchii,high
Orgilus elasmopalpi,high
Orgilus swezeyi,high
Orius insidiosus,high
Orius persequens,high
Orius pumilio,high
Orius tristicolor,high
Ormia ochracea,high
Ornebius bimaculatus,high
Ornidia obesa,high
Ornithocheyletia leiothrix,high
Ornithodoros capensis,high
Ornithodoros denmarki,high
Ornithoica exilis,high
Ornithoica vicina,high
Ornithonyssus bacoti,high
Ornithonyssus sylviarum,high
Orphanostigma haemorrhoidalis,high
Orphinus fulvipes,high
Orphnaeus brevilabiatus,high
Orthemis ferruginea,high
Orthodera burmeisteri,high
Orthodera ministralis,high
Orthorhinus klugii,high
Oryctes rhinoceros,high
Oryzaephilus mercator,high
Oryzaephilus surinamensis,high
Oscinella frit,high
Osteopilus septentrionalis,high
Osteospermum calendulaceum,high
Otiorhynchus cribricollis,high
Otiorhynchus sulcatus,high
Otitesella digitata,high
Otobius megnini,high
Otodectes cynotis,high
Oudemansia esakii,high
Ovachlamys fulgens,high
Ovis aries,high
Ovis aries musimon,high
Oxalis debilis,high
Oxidus gracilis,high
Oxya chinensis,high
Oxya velox,high
Oxychilus alliarius,high
Oxydema fusiforme,high
Oxydema fusiformis,high
Oxydema longulum,high
Oxyethira maya,high
Oxylipeurus polytrapezius,high
Oxyspora paniculata,high
Oxytelus incisus,high
Oxytelus sculptus,high
Pachodynerus nasidens,high
Pachybrachius pictus,high
Pachycrepoideus vindemmiae,high
Pachygrapsus fakaravensis,high
Pachylister caffer,high
Pachylister lutarius,high
Pachymerium ferrugineum,high
Pachyneuron albutius,high
Pachyneuron aphidis,high
Pachyneuron eros,high
Pachyrhizus erosus,high
Pachysomoides stupidus,high
Pachytarsella pachypus,high
Paederia foetida,high
Pagria signata,high
Palafoxia callosa,high
Palea steindachneri,high
Palisota bracteosa,high
Palmadusta clandestina,high
Palmicultor palmarum,high
Palorus foveicollis,high
Palorus ratzeburgi,high
Palorus subdepressus,high
Pandesma anysa,high
Pangaeus bilineatus,high
Panicum acuminatum,high
Panicum antidotale,high
Panicum coloratum,high
Panicum dichotomiflorum,high
Panicum miliaceum,high
Panicum repens,high
Panonychus citri,high
Panopeus herbstii,high
Panopeus lacustris,high
Panopeus pacificus,high
Pantala hymenaea,high
Papilio xuthus,high
Pappophorum bicolor,high
Parabemisia myricae,high
Parablennius thysanius,high
Paracaprella pusilla,high
Paracentrobia lutea,high
Paracentrobia perditrix,high
Paracerceis sculpta,high
Parachromis managuensis,high
Paracoccus marginatus,high
Paracyclops poppei,high
Paracyphononyx pedestris,high
Paradella dianae,high
Paraderris elliptica,high
Parahormius pallidipes,high
Paraidemona mimica,high
Parajapyx isabellae,high
Paralabella curvicauda,high
Paralaoma servilis,high
Paraleyrodes bondari,high
Paraleyrodes minei,high
Paraleyrodes naranjae,high
Paraleyrodes perseae,high
Paraleyrodes pseudonaranjae,high
Paralimnoria andrewsi,high
Paralipsa gularis,high
Parallaxis yeeae,high
Parallorhogas pallidiceps,high
Paranaemia vittigera,high
Parancistrocerus fulvipes,high
Parapoynx fluctuosalis,high
Parapseudes pedispinis,high
Parasaissetia nigra,high
Parasarcophaga sericea,high
Paraserianthes lophantha ssp. montana,high
Paraspeleognathopsis bakeri,high
Parasteatoda tepidariorum,high
Paratachardina pseudolobata,high
Paratettix mexicanus,high
Paratissa pollinosa,high
